            opportunity_id            |                    agency_name                     |   category    | opportunity_status |                                                                                                                 opportunity_title                                                                                                                 |                   agency_email_address                    |                                                                                                                                                                                                                                                                                      applicant_types                                                                                                                                                                                                                                                                                      | archive_date | award_ceiling | award_floor | close_date |        created_at         | estimated_total_program_funding | expected_number_of_awards | forecasted_award_date | forecasted_close_date | forecasted_post_date | forecasted_project_start_date |                                                                                                             funding_categories                                                                                                             |                         funding_instruments                         | is_cost_sharing | post_date  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            summary_description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
 c3d984c5-be26-4137-a7b5-e2bf178edc2a | Centers for Disease Control - NCIPC                | discretionary | posted             | Comprehensive Addiction and Recovery Act (CARA)                                                                                                                                                                                                   | CARA_NOFO@cdc.gov                                         | ["other", "private_institutions_of_higher_education", "public_and_state_institutions_of_higher_education", "other_native_american_tribal_organizations", "special_district_governments", "independent_school_districts", "county_governments", "city_or_township_governments", "nonprofits_non_higher_education_without_501c3", "federally_recognized_native_american_tribal_governments", "nonprofits_non_higher_education_with_501c3"]                                                                                                                                                  | 2026-05-28   |         75000 |           0 | 2026-04-28 | 2026-01-30T15:22:53+00:00 |                        18750000 |                        50 |                       |                       |                      |                               | ["health"]                                                                                                                                                                                                                                 | ["grant"]                                                           | f               | 2026-01-30 | The Drug-Free Communities (DFC) Support Program was created by the Drug-Free Communities Act of 1997 (Public Law 105-20). The Executive Office of the President, Office of National Drug Control Policy (ONDCP), and the Department of Health and Human Services (HHS), Centers for Disease Control and Prevention (CDC), National Center for Injury Prevention and Control (NCIPC) are accepting applications for Fiscal Year (FY) 2026 Comprehensive Addiction and Recovery Act (CARA) Community-based Coalition Enhancement Grants to Address Local Drug Crises Grants (CARA Local Drug Crises Grants) as an enhancement to current or formerly funded Drug-Free Communities (DFC) Support Program recipients. The purpose of this program is to prevent and reduce the use of opioids and methamphetamines and the misuse of prescription drugs among youth ages 12-18 in communities throughout the United States.
 57075261-4a9d-4834-b547-db4bc3befb71 | National Institutes of Health                      | discretionary | forecasted         | Controlled Clinical Trials on Long-Term Effects of Nutritional Interventions on the Progression of Risk Factors for Age-Related Chronic Conditions Over the Life Span and Their Age of Onset                                                      | NIA-NOFO-Scientific@nih.gov                               | ["county_governments", "for_profit_organizations_other_than_small_businesses", "nonprofits_non_higher_education_without_501c3", "state_governments", "federally_recognized_native_american_tribal_governments", "small_businesses", "other", "public_and_state_institutions_of_higher_education", "public_and_indian_housing_authorities", "private_institutions_of_higher_education", "special_district_governments", "other_native_american_tribal_organizations", "nonprofits_non_higher_education_with_501c3", "independent_school_districts", "city_or_township_governments"]        |              |               |             |            | 2026-01-29T20:07:43+00:00 |                                 |                           | 2027-07-25            | 2026-09-25            | 2026-06-25           | 2027-07-25                    | ["health"]                                                                                                                                                                                                                                 | ["cooperative_agreement"]                                           | f               | 2026-01-29 | The National Institute on Aging (NIA) intends to publish a Notice of Funding Opportunity (NOFO) to solicit applications for randomized controlled clinical trials on long-term effects of nutritional interventions on the progression of risk factors for age-related chronic conditions over the life span and their age of onset.Although considerable information is available on health benefits and risks of a variety of nutritional factors (e.g., macronutrients, overall caloric intake, differing nutrient sources) there remains a need for better understanding of long-term benefits and potential risks of differing nutritional factors and dietary practices to maintain health across the full range of the life span. Rigorous understanding of these effects requires long-term controlled clinical trials of preventive interventions in younger and/or older persons. Given the rates of risk factor progression in younger persons and of accumulation of morbidities in later life, many such trials will require long-term intervention durations and follow-up of at least 5 years to provide sufficient power and evidence of their long-term effects. In order to support projects of sufficient duration to provide for start-up, enrollment, follow-up, and outcome data analyses in such trials, applications in response to this NOFO may propose projects of up to seven years in length.Applications are not being solicited at this time. Notice is being provided to allow potential applicants sufficient time to develop meaningful collaborations and responsive projects. This NOFO intends to utilize the U19 activity code. Investigators with expertise and insights into this area of aging research are encouraged to begin to consider applying for this new NOFO.
 36334a6a-37ef-46cc-b66c-023172f0cdc3 | National Institutes of Health                      | discretionary | forecasted         | NIA Research and Entrepreneurial Development Immersion (REDI): Entrepreneurship Enhancement Award                                                                                                                                                 | NIA-NOFO-Scientific@nih.gov                               | ["federally_recognized_native_american_tribal_governments", "nonprofits_non_higher_education_without_501c3", "county_governments", "other", "nonprofits_non_higher_education_with_501c3", "special_district_governments", "other_native_american_tribal_organizations", "state_governments", "for_profit_organizations_other_than_small_businesses", "city_or_township_governments", "public_and_state_institutions_of_higher_education", "public_and_indian_housing_authorities", "independent_school_districts", "small_businesses", "private_institutions_of_higher_education"]        |              |               |             |            | 2026-01-29T20:08:40+00:00 |                                 |                           | 2027-07-26            | 2026-09-25            | 2026-07-24           | 2027-07-26                    | ["health"]                                                                                                                                                                                                                                 | ["grant"]                                                           | f               | 2026-01-29 | The National Institute on Aging (NIA) intends to publish a Notice of Funding Opportunity (NOFO) to continue its Research and Entrepreneurial Development Immersion (REDI) Award program. The REDI program promotes the development of entrepreneurial education programs that are designed to broaden the skillset of graduate students and postdoctoral researchers, as well as early-career master's, Ph.D., and Dr.P.H. scientists, in fields relevant to the mission of NIA, including aging and Alzheimer's disease (AD) research. The goal of the program is to prepare trainees for a wide-range of career paths, including those that are outside the traditional research environment. As such, NIA is seeking applications proposing innovation-focused programs that are geared towards imparting a broad set of skills and knowledge required for a career in translational sciences and entrepreneurship in order to boost the number of Ph.D.-trained scientists prepared and ready for a multitude of available career options. This skillset and knowledge base include scientific communication; an understanding of the intellectual property process and landscape; regulatory and reimbursement pathway knowledge; the ability to identify unmet needs within markets and define value propositions; and a clear understanding of the biomedical development path, financing sources, and challenges.Applications are not being solicited at this time. Notice is being provided to allow potential applicants sufficient time to develop meaningful collaborations and responsive projects. This NOFO intends to utilize the R25 activity code.
 5336a6c6-1bcd-4600-aadc-f2b499f34ba4 | DOT - Federal Railroad Administration              | discretionary | posted             | FY26 Northeast Corridor Commission (NECC) Project                                                                                                                                                                                                 |                                                           | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 2026-03-08   |      10000001 |           0 | 2026-02-06 | 2026-01-29T15:45:04+00:00 |                        10000001 |                         1 |                       |                       |                      |                               | ["transportation"]                                                                                                                                                                                                                         | ["cooperative_agreement"]                                           | f               | 2026-01-29 | The Passenger Rail Investment and Improvement Act of 2008 (PRIIA) Section 212 requires establishment of a Northeast Corridor Commission (NEC Commission). The NEC Commission was established “to promote mutual cooperation and planning pertaining to the rail operations and related activities of the Northeast Corridor.” The statute requires several deliverables, including a statement of goals, recommendations, access costs and a report on Northeast Corridor economic development. The NEC Commission is comprised of 18 voting members, nine of which represent each of the eight states and the District of Columbia five of, which represent the U.S. Department of Transportation, and four of which represent Amtrak.
 cc2db03a-79c2-4ef5-afab-3f8c2561f135 | National Institutes of Health                      | discretionary | forecasted         | Single Source for the Continuation of the Epidemiology of Diabetes Interventions and Complications (EDIC) Study Research Center (Collaborative U01 Clinical Trial Not Allowed)                                                                    | NIDDK_DEM@nih.gov                                         | ["public_and_state_institutions_of_higher_education", "private_institutions_of_higher_education"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |              |               |             |            | 2026-01-29T17:18:30+00:00 |                         6300000 |                         1 | 2026-10-01            | 2026-07-01            | 2026-04-01           | 2027-07-01                    | ["health"]                                                                                                                                                                                                                                 | ["cooperative_agreement"]                                           | f               | 2026-01-29 | The primary purpose of this FOA is to support the EDIC Research Center in continuing long-term follow-up of the EDIC cohort to study the development and progression of complications in type 1 diabetes (T1D). The research will address severe microvascular disease, cardiovascular and liver disease, sleep disorders, mortality, and other comorbidities. The goals are to investigate the trajectory of age-related morbidities such as cognition, physical function, and frailty, and to identify their associations with risk factors that affect quality of life, self-management, and caregiver burden. Particular emphasis will be placed on evaluating the impact of emerging therapies, including SGLT2 inhibitors and GLP-1 receptor agonists, on renal and cardiovascular outcomes.The initiative also encourages the application of advanced statistical methods, including machine learning and artificial intelligence, to identify phenotypes that are either susceptible or resilient to diabetes-related complications. Modern technologies, such as continuous glucose monitoring, coronary calcification imaging, and vascular tonometry, will be used and compared with data from existing cohorts. In addition, the program will support assessments of obesity-related outcomes and comorbidities—including metabolic-associated steatotic liver disease (MASLD) and obstructive sleep apnea (OSA)—within the increasingly overweight/obese T1D population. Multi-omic approaches to identify biochemical signatures associated with complications are also expected. Finally, the leveraging of external databases to examine the cost-effectiveness and quality-of-life impact of intensive therapy across the lifespan will be encouraged.This is a Forecast for a single source competition that will invite application(s) from eligible organization(s) to apply. Please see Eligibility Section for additional information. In accordance with NIH standard peer-review processes, the application(s) will be peer-reviewed, and only meritorious application(s) will be considered for funding.
 b9d5664f-7ba8-4c63-a1c0-ff0d116d9e34 | Environmental Protection Agency                    | discretionary | posted             | 2025 South Florida Program                                                                                                                                                                                                                        | shadle.jennifer@epa.gov; smith.elizabeth@epa.gov          | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 2026-04-15   |       1000000 |             | 2026-03-16 | 2026-01-28T13:25:33+00:00 |                         8500000 |                        12 |                       |                       |                      |                               | ["environment", "infrastructure_investment_and_jobs_act"]                                                                                                                                                                                  | ["cooperative_agreement"]                                           | f               | 2026-01-28 | The EPA’s South Florida Program supports projects within the 16 counties that overlap with the South Florida Water Management District. Demonstration projects that generate tangible and practical results through applied science frameworks that seek to advance and scale future interventions will be prioritized. Projects should also include scientifically and statistically rigorous studies, surveys, research, investigations, or pre- and post-monitoring data collection and dissemination where appropriate, to effectively evaluate project outcomes and develop subsequent research questions that inform and improve decision making by the Agency and its partners working to restore water quality and aquatic habitat within the South Florida ecosystem.
 f9b61bab-f16b-4a39-94b2-71c9c1c834c8 | National Institutes of Health                      | discretionary | forecasted         | Coordinating Center for National Resource Network for the Study of Human Auditory and Vestibular Disorders                                                                                                                                        | NIDCDNetworkU24@mail.nih.gov                              | ["private_institutions_of_higher_education", "nonprofits_non_higher_education_with_501c3", "public_and_state_institutions_of_higher_education", "other_native_american_tribal_organizations", "other", "public_and_indian_housing_authorities", "city_or_township_governments", "nonprofits_non_higher_education_without_501c3", "state_governments", "independent_school_districts", "federally_recognized_native_american_tribal_governments", "for_profit_organizations_other_than_small_businesses", "county_governments", "special_district_governments", "small_businesses"]        |              |        100000 |             |            | 2026-01-27T19:03:32+00:00 |                          100000 |                         1 | 2027-07-31            | 2026-09-29            | 2026-03-07           | 2027-08-01                    | ["health"]                                                                                                                                                                                                                                 | ["cooperative_agreement"]                                           | f               | 2026-01-27 | The National Institutes on Deafness and other Communication Disorders (NIDCD) seeks to advance its mission by publishing a Notice of Funding Opportunity to solicit applications for a Coordinating Center for the National Human Ear Resource Network. The National Human Ear Resource Network is a critical national technological resource for auditory and vestibular researchers who use human inner and middle ear tissues for a range of basic and clinical studies. The Network serves as a nucleus for expanding the use of human temporal bones in the research community and facilitates communication and collaboration between laboratories that utilize human temporal bones in their research.It is anticipated that the Network Coordinating Center will, among other duties, coordinate and chair regular meetings with Network laboratories, work closely with NIDCD staff to disseminate to the scientific and clinical communities information regarding Network activities and facilitate communication and collaboration within the Network and with laboratories across the United States.
 43049089-8c2c-4794-a747-3c2b2ca6ca79 | Department of Housing and Urban Development        | discretionary | posted             | ROSS Rapid Response Program                                                                                                                                                                                                                       |                                                           | ["nonprofits_non_higher_education_with_501c3", "federally_recognized_native_american_tribal_governments", "other", "nonprofits_non_higher_education_without_501c3", "public_and_indian_housing_authorities"]                                                                                                                                                                                                                                                                                                                                                                              | 2027-02-24   |        250000 |      112500 | 2027-01-25 | 2026-01-26T20:29:58+00:00 |                                 |                        20 |                       |                       |                      |                               | ["community_development", "disaster_prevention_and_relief", "environment", "health"]                                                                                                                                                       | ["grant"]                                                           | t               | 2026-01-26 | The ROSS Rapid Response Program (RRP) awards one-time assistance via a cost-reimbursable grant for service coordination and limited direct services for residents of HUD-assisted housing. The RRP utilizes a simplified application process to promote local leadership and flexibility in addressing urgent social needs caused by unanticipated emergencies. Examples of these emergencies can include but are not limited to: • Natural disasters (e.g., wildfires or hurricanes) • Public health crises (e.g., gun violence, community-level contamination or environmental hazards) • Economic disruptions (e.g., closure of a major employment center that employs residents at the target site)
 db2370bb-df90-4845-890a-7d25963d44ef | National Institutes of Health                      | discretionary | forecasted         | BRAIN Initiative: Brain-Behavior Quantification and Synchronization – Transformative Research on Behavior at the Organismal Level                                                                                                                 | BRAINBBQS@od.nih.gov                                      | ["public_and_state_institutions_of_higher_education", "public_and_indian_housing_authorities", "small_businesses", "other", "special_district_governments", "city_or_township_governments", "for_profit_organizations_other_than_small_businesses", "state_governments", "federally_recognized_native_american_tribal_governments", "independent_school_districts", "nonprofits_non_higher_education_with_501c3", "nonprofits_non_higher_education_without_501c3", "county_governments", "other_native_american_tribal_organizations", "private_institutions_of_higher_education"]        |              |               |             |            | 2026-01-26T14:31:46+00:00 |                         8000000 |                        10 | 2027-07-01            | 2026-10-13            | 2026-06-25           | 2027-07-01                    | ["health"]                                                                                                                                                                                                                                 | ["cooperative_agreement"]                                           | f               | 2026-01-26 | The Brain Research Through Advancing Innovative Neurotechnologies® (BRAIN) Initiative, a collaboration of Federal and non-Federal partners led by NIH, seeks to accelerate development and dissemination of new neurotechnologies, transdisciplinary approaches, and scientific databases to study brain function with unprecedented resolution and scope. The BRAIN Initiative’s Brain Behavior Quantification and Synchronization (BBQS) Program furthers this mission by supporting the development of tools for high-resolution, multimodal tracking of complex behaviors synchronously with neural activity and advancement of theoretical frameworks and computational models for understanding neurobehavioral function in real-world settings. This BRAIN Initiative-funded BBQS opportunity will support transdisciplinary research involving human subjects and/or other species aiming to advance methods to capture and model complex behavior at the organismal level in dynamic environments. Required objectives include advancing sensing technologies and approaches for minimally intrusive, high-resolution, synchronous measurement of multiple biobehavioral functions (e.g. movements, peripheral physiology and neural activity) with simultaneous, multi-level tracking of environmental variables; and developing analytic and computational approaches that will lead to new, testable models of neurobehavioral function as a complex dynamic system shaped by the organism’s environment. Participation in consortium activities will be required. This forecast is authorized under 42 U.S.C. 241&284 and 114 U.S.C. 255.
 3820f2c5-4b44-47ad-8a29-9f6084d60bb2 | National Institutes of Health                      | discretionary | forecasted         | Pilot and Feasibility Studies in Preparation for Substance Use and HIV Prevention Intervention and Services Research Trials                                                                                                                       | nida-par-26-092@mail.nih.gov                              | ["state_governments", "city_or_township_governments", "other", "county_governments", "public_and_state_institutions_of_higher_education", "private_institutions_of_higher_education", "nonprofits_non_higher_education_without_501c3", "nonprofits_non_higher_education_with_501c3", "for_profit_organizations_other_than_small_businesses", "independent_school_districts", "small_businesses", "other_native_american_tribal_organizations", "federally_recognized_native_american_tribal_governments", "special_district_governments", "public_and_indian_housing_authorities"]        |              |               |             |            | 2026-01-26T13:25:46+00:00 |                                 |                           | 2027-07-01            | 2026-10-02            | 2026-07-02           | 2027-07-01                    | ["health"]                                                                                                                                                                                                                                 | ["grant"]                                                           | f               | 2026-01-26 | The National Institute on Drug Abuse seeks to support pilot and feasibility studies in preparation for efficacy, effectiveness and/or services research trials. Topics may include:1) developing interventions to prevent substance use, misuse or progression to disorder, 2) substance use prevention, treatment or recovery services research, including comorbid pain, medical and mental health disorders, 3) HIV eradication research, including implementation science, prevention, treatment and recovery in substance use settings/populations.Projects may address information gaps, strengthen stakeholder partnerships, or pilot test interventions. Activities might include intervention development/adaptation; assessing intervention or service model acceptability and feasibility; and development of measures, materials, or methods for the future trial. Preliminary data is not required. A well-defined theory of change or logic model is expected. Applicants must engage relevant end users in study design, execution, and interpretation (e.g., policymakers, state and local decision makers, practitioners, individuals with lived/living experience, families, youth, and community members).Applications are not being solicited at this time. This notice is to allow applicants time to develop collaborations and responsive projects. Grant authorities that allow this forecast are 42 U.S.C. §§ 241 and 284.
 a55926dd-83b8-4e51-801e-384852d46065 | National Institutes of Health                      | discretionary | forecasted         | National Resource Network for the Study of Human Auditory and Vestibular Disorders                                                                                                                                                                | NIDCDNetworkU24@mail.nih.gov                              | ["nonprofits_non_higher_education_without_501c3", "other", "independent_school_districts", "federally_recognized_native_american_tribal_governments", "state_governments", "nonprofits_non_higher_education_with_501c3", "city_or_township_governments", "private_institutions_of_higher_education", "for_profit_organizations_other_than_small_businesses", "public_and_indian_housing_authorities", "small_businesses", "public_and_state_institutions_of_higher_education", "other_native_american_tribal_organizations", "county_governments", "special_district_governments"]        |              |        450000 |             |            | 2026-01-26T21:00:29+00:00 |                         3500000 |                         5 | 2027-07-31            | 2026-09-29            | 2026-03-07           | 2027-08-01                    | ["health"]                                                                                                                                                                                                                                 | ["cooperative_agreement"]                                           | f               | 2026-01-26 | The National Institutes on Deafness and other Communication Disorders (NIDCD) seeks to advance its mission by continuing to support a collaborative network, NIDCD National Human Ear Resource Network, which serves as a critical national technological resource for auditory and vestibular researchers who use human inner and middle ear tissues for basic and clinical studies focused on understanding human auditory and vestibular disorders. In collaboration with NIDCD and other Network laboratories, each laboratory is anticipated to advance the use of human ear tissue in biomedical research by developing and providing technical services for procuring, preparing, sectioning and distributing high-quality human ear tissues; developing and disseminating techniques for improved tissue preservation and processing; uploading digitized temporal bone images to NIDCD-approved databases for wide dissemination; and providing opportunities for technical instruction in the special skills needed to prepare ear tissue for use from post-mortem human temporal bones.
 f3084459-8a28-4148-9f5e-7e477fe4fc60 | National Institutes of Health                      | discretionary | forecasted         | Resource-Related Research Projects Cooperative Agreements in Aging and/or Alzheimer's Disease (AD) and Alzheimer's Disease-Related Dementias (ADRD) Research                                                                                      | NIA-NOFO-Scientific@nih.gov                               | ["city_or_township_governments", "small_businesses", "special_district_governments", "nonprofits_non_higher_education_without_501c3", "other_native_american_tribal_organizations", "public_and_indian_housing_authorities", "for_profit_organizations_other_than_small_businesses", "state_governments", "county_governments", "private_institutions_of_higher_education", "independent_school_districts", "nonprofits_non_higher_education_with_501c3", "other", "public_and_state_institutions_of_higher_education", "federally_recognized_native_american_tribal_governments"]        |              |               |             |            | 2026-01-22T12:15:21+00:00 |                                 |                           | 2027-04-30            | 2026-06-26            | 2026-04-25           | 2027-04-30                    | ["health"]                                                                                                                                                                                                                                 | ["cooperative_agreement"]                                           | f               | 2026-01-22 | The National Institute on Aging (NIA) intends to publish a Notice of Funding Opportunity (NOFO) to invite new, renewal, and revision applications, and their resubmissions, for U24 Research Resource/Infrastructure cooperative agreements that support large-scale, complex research programs focused on aging and/or Alzheimer's disease (AD) and Alzheimer's disease-related dementias (ADRD) research. It is anticipated that such programs will likely involve a team of investigators from a single institution, or a consortium of institutions, and align with the mission and research priorities of NIA. If submitting renewal or revision applications, the research objectives and scope of applications submitted through this NOFO must adhere to the requirements outlined in the parent NOFO under which the original application was funded.Applications are not being solicited at this time. Notice is being provided to allow potential applicants sufficient time to develop meaningful collaborations and responsive projects. This NOFO intends to utilize the U24 activity code. Applicants should be aware that NIA anticipates funding only a limited number of meritorious applications under this announcement. Consultation with IC staff is strongly encouraged prior to the submission of an application to discuss the responsiveness of their proposed research to this NOFO and its relevance to NIA’s programmatic priorities.
 f3c8fb07-5231-41e8-a2cc-1e6b4530e1d5 | Institute of Museum and Library Services           | discretionary | posted             | Native Hawaiian Library Services Grants (2026)                                                                                                                                                                                                    | imls-librarygrants@imls.gov                               | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |              |        150000 |       50000 | 2026-04-10 | 2026-01-21T15:59:06+00:00 |                          750000 |                         5 |                       |                       |                      |                               | ["arts", "humanities"]                                                                                                                                                                                                                     | ["grant"]                                                           | f               | 2026-01-21 | The Native Hawaiian Library Services (‘NH’) program is designed to assist Native Hawaiian serving organizations in sustaining and improving library services with their communities. As information needs change, Native Hawaiian organizations must be able to serve as knowledge and resource centers to benefit their users and the wellness of their communities. The NH program supports organizations across the islands and country to address their individual information needs and priorities.
 05aa4be7-c7c5-42fb-b818-cf02795e9f19 | Institute of Museum and Library Services           | discretionary | posted             | Museums for America (2026)                                                                                                                                                                                                                        | imls-museumgrants@imls.gov                                | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |              |        300000 |        5000 | 2026-03-13 | 2026-01-13T20:13:05+00:00 |                        21699000 |                       122 |                       |                       |                      |                               | ["arts", "humanities"]                                                                                                                                                                                                                     | ["grant"]                                                           | t               | 2026-01-13 | The Museums for America (MFA) program invests in museums of all sizes and disciplines in project-based efforts to serve the public through educational programs and exhibits, community partnerships, and collections stewardship activities.
 40b449ce-bd9b-48b1-8d50-a2935f57a49b | Interior Business Center                           | discretionary | posted             | Department of the Interior (DOI), Office of Wildland Fire (OWF) - Slip-On Tanker Units                                                                                                                                                            | chelsea_whitten@ibc.doi.gov                               | ["independent_school_districts", "state_governments", "city_or_township_governments", "county_governments", "other", "special_district_governments"]                                                                                                                                                                                                                                                                                                                                                                                                                                      | 2026-04-23   |        249000 |       10000 | 2026-03-23 | 2026-01-22T21:40:13+00:00 |                        20000000 |                       150 |                       |                       |                      |                               | ["disaster_prevention_and_relief"]                                                                                                                                                                                                         | ["grant"]                                                           | f               | 2026-01-22 | Wildfire activity is increasing. Drought and prolonged, increased temperatures are creating conditions that allow wildfires to start earlier in the year, enable them to last longer, and make them more difficult to control. Increasingly intense wildfires and prolonged droughts then lead to an influx of invasive species that burn more easily than native vegetation and in turn propel still more extreme wildfire activity.As a result, wildfires are now occurring in places where they were previously extremely rare, with more land burning, on average, each year.This is leading to a year-round wildfire season, now referred to as a fire year, throughout the country. The frequency of large wildfires is also increasing, particularly near communities.The Infrastructure Investment and Jobs Act, also known as BIL, enacted in November 2021, provides funding to local governments to acquire slip-on tanker units to support wildland firefighters.
 2f3cf5d9-890f-437a-aa7e-10c75ab5c401 | National Institutes of Health                      | discretionary | forecasted         | Restoring Joint Health and Function to Reduce Pain (RE-JOIN) 2.0                                                                                                                                                                                  | NIAMS_PAIN@mail.nih.gov                                   | ["private_institutions_of_higher_education", "nonprofits_non_higher_education_without_501c3", "state_governments", "special_district_governments", "federally_recognized_native_american_tribal_governments", "city_or_township_governments", "for_profit_organizations_other_than_small_businesses", "county_governments", "public_and_state_institutions_of_higher_education", "other_native_american_tribal_organizations", "public_and_indian_housing_authorities", "independent_school_districts", "small_businesses", "other", "nonprofits_non_higher_education_with_501c3"]        |              |               |             |            | 2026-01-22T14:51:27+00:00 |                                 |                         8 | 2027-09-01            | 2026-12-01            | 2026-10-01           | 2027-09-01                    | ["health"]                                                                                                                                                                                                                                 | ["cooperative_agreement"]                                           | f               | 2026-01-22 | The National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS), in conjunction with other NIH Institutes and Centers (ICs) as a part of the congressionally mandated NIH Helping to End Addiction Long Term (HEAL) initiative intends to publish a Notice of Funding Opportunity (NOFO) to leverage and accelerate the progress achieved in the Restoring Joint Health and Function to Reduce Pain (RE-JOIN) Consortium.The NOFO aims to more fully refine and map the innervation of the different articular and peri-articular tissues that collectively form the joint (including bone, cartilage, synovium, joint capsule, ligament, tendon, fascia and muscle), by sensory neurons that mediate the sensation of pain.The NOFO seeks to expand initial and ongoing efforts by:Enhancing clinical pain phenotyping with multimodal profiling of new and expanded patient samples across life span and disease conditions (i.e., other musculoskeletal and/or rheumatic conditions associated with joint pain beyond knee and temporomandibular joint (TMJ)).Expanding to new preclinical and New Approach Methodologies (NAMs) in modeling joint disease.Preclinical testing of novel joint-targeted candidates identified in RE-JOIN 1.0.Focusing on peri-articular tissues in joint pain, such as vasculature, synovium, adipose, myofascial tissue, etc.Prioritizing secondary analysis of datasets and/or validation of methods and approaches in human samples.Improve data integration by developing/enhancing joint atlases that will enable integration of imaging and molecular datasets.Applications are not being solicited at this time. Notice is being provided to allow potential applicants sufficient time to develop meaningful multidisciplinary collaborations and responsive projects. Investigators with expertise and insights in neurobiology, pain science, data science, orthopedics, rheumatic disease, etc. are encouraged to consider applying for this NOFO.
 8bc4a6d6-6ae5-4f51-b8fc-cee66eaacd76 | National Institutes of Health                      | discretionary | forecasted         | Lasker Clinical Research Scholar's Program (Si2/R00 Clinical Trial  Optional)                                                                                                                                                                     | laskergrants@mail.nih.gov                                 | ["nonprofits_non_higher_education_with_501c3", "other_native_american_tribal_organizations", "county_governments", "public_and_state_institutions_of_higher_education", "federally_recognized_native_american_tribal_governments", "for_profit_organizations_other_than_small_businesses", "nonprofits_non_higher_education_without_501c3", "independent_school_districts", "private_institutions_of_higher_education", "city_or_township_governments", "other", "state_governments", "special_district_governments", "public_and_indian_housing_authorities", "small_businesses"]        |              |        499000 |      499000 |            | 2026-01-22T14:54:20+00:00 |                                 |                         5 | 2027-07-01            | 2026-08-28            | 2026-04-01           | 2027-07-01                    | ["health"]                                                                                                                                                                                                                                 | ["grant"]                                                           | f               | 2026-01-22 | This NOFO encourages applications for the Lasker Clinical Research Scholars Program. The program supports the research activities of clinical researchers during the early stages of their independent careers as they work to improve human health. The program offers the opportunity for a unique bridge between the NIH intramural and extramural research communities and contains two phases. In the first phase, Lasker Scholars will receive appointments for up to 5-7 years as tenure-track investigators within the NIH Intramural Research Program with independent research budgets. In the second phase, successful scholars will receive up to 3 years of NIH support for their research at an extramural research facility; or, the Scholar can be considered to remain as an investigator within the intramural program.
